EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-05400469	CIL 05, 07220 = AlpCott 00023 = AE 2013, +00978	Alpes Cottiae	Caprie	51	100	51	100	liberti/libertae;  nomen singulare;  tituli sacri;  tria nomina;  viri	Ti(berius) Claudius / Severi et Vibiae l(ibertus) / Caprissus / Minervae / v(otum) s(olvit) l(ibens) l(aetus) m(erito)	Ti Claudius Severi et Vibiae l Caprissus Minervae v s l l m	Tiberius Claudius Severi et Vibiae libertus Caprissus Minervae votum solvit libens laetus merito	lapis		45.118845	7.331914		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AlpCott_00023.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p813;HD065551			51 to 100
EDCS-05401329	CIL 05, 08075 = MiliariXIRegio 00028 = AlpCott 00037	Alpes Cottiae	Caprie	251	253	251	253	Augusti/Augustae;  miliaria;  viri	[Imperatores(?)] / Caesares / Gallus / et Volu/sianus / Felices P[ii	Caesares Gallus et Volusianus Felices Pii	Imperatores Caesares Gallus et Volusianus Felices Pii	lapis		45.118845	7.331914			http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil05_p952;HD065868			251 to 253
EDCS-08400649	CIL 12, 00075 (p 804) = CAG-05, p 102 = ILAM 00008 = AlpCott-App, 00001	Alpes Cottiae	Chorges / Caturigomagus	151	200	151	200	tituli sacri;  tria nomina;  viri	Deo Me/rcurio / Finiti/mo Sex(tus) / At() Nepo/tianus / v(otum) s(olvit) l(ibens) m(erito)	Deo Mercurio Finitimo Sex At Nepotianus v s l m	Deo Mercurio Finitimo Sextus At Nepotianus votum solvit libens merito	lapis		44.5450837	6.2754561		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CAG-05_p102.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065267			151 to 200
EDCS-08400652	CIL 12, 00078a (p 804) = CAG-05, p 101 = ILAM 00009 = AlpCott-App, 00003 = Rosso 00283	Alpes Cottiae	Chorges / Caturigomagus	284	305	284	305	Augusti/Augustae;  ordo equester;  tituli honorarii;  tituli sacri;  tria nomina;  viri	Pio] / F(elici) Invic(to) Aug(usto) tr(ibunicia) [p(otestate) 3] / co(n)s(uli) p(atri) p(atriae) proco(n)s(uli) / civit(as) Catur(igomagensium) d(evota) n(umini) / [m(aiestatique)] e(ius) curante et dedicante / Annio Rufino v(iro) e(gregio) / procur(atore) prov(inciae) Alp(ium) Maritim(arum) // ] Pio Felici / Invicto Augusto / restitutori orbis / providentissimo / retro principum / ac super omnes / fortissimo / Annius Rufinus v(ir) e(gregius) / proc(urator) et praes(es) / Alpium Maritimar(um) / devotus numini maiestatiq(ue) / eius	Pio F Invic Aug tr cos p p procos civit Catur d n Pio Felici Invicto Augusto restitutori orbis providentissimo retro principum ac super omnes fortissimo Annius Rufinus v e proc et praes Alpium Maritimar devotus numini maiestatiq eius	Pio Felici Invicto Augusto tribunicia potestate consuli patri patriae proconsuli civitas Caturigomagensium devota numini maiestati que eius curante et dedicante Annio Rufino viro egregio procuratore provinciae Alpium Maritimarum Pio Felici Invicto Augusto restitutori orbis providentissimo retro principum ac super omnes fortissimo Annius Rufinus vir egregius procurator et praeses Alpium Maritimarum devotus numini maiestati que eius	lapis		44.5450837	6.2754561		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CAG-05_p101.jpg;$Rosso_00283_1.jpg;$Rosso_00283_2.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0024690;S2687;HD066620			284 to 305
EDCS-09302654	CIL 12, 05707 = CAG-05, p 102 = ILAM 00010 = AlpCott-App, 00002 = Rosso 00282	Alpes Cottiae	Chorges / Caturigomagus	201	290	201	290	Augusti/Augustae;  tituli honorarii;  viri	Imp(eratori) [3] / [6] / [6] / [3 P(io)] / F(elici) Invict(o) [Aug(usto)] / ordo Cat[ur(igum?)]	Imp F Invict ordo Cat	Imperatori Pio Felici Invicto Augusto ordo Caturigum			44.5450837	6.2754561		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$SM_ILAM_00010.jpg;pp	http://db.edcs.eu/epigr/partner.php?s_language=en&param=S2692;HD066619			201 to 290
EDCS-63600323	AlpCott 00030 = Cimarosti-2008-B, 00005	Alpes Cottiae	Condove	1	200	1	200	tituli sacri	] / P[	P	P			45.1174186	7.3094552		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AlpCott_00030.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065563			1 to 200
EDCS-08400651	CIL 12, 00077 = CAG-05, p 104 = ILAM 00001 = AlpCott-App, 00004 = AE 2005, 00962	Alpes Cottiae	Embrun / Ebrodunum	71	170	71	170	milites;  tituli sacri;  tria nomina;  viri	Victoria(e) / M(arcus) Vesomn(ius) / Sever(us?) op/t(io) <l=T>(egionis?) I M(inerviae?) / v(otum) s(olvit) l(ibens) m(erito)	Victoria M Vesomn Sever opt T I M v s l m	Victoriae Marcus Vesomnius Severus optio legionis I Minerviae votum solvit libens merito	lapis		44.5642457	6.4957085			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065255;bu_CIL%26bibl_volume=12%26bibl_subvolume=%26bibl_insc=77			71 to 170
EDCS-08400654	CIL 12, 00079	Alpes Cottiae	Embrun / Ebrodunum						?					44.5642457	6.4957085						
EDCS-08400656	CIL 12, 00081 (p 804) = CAG-05, p 105 = ILAM 00002 = AlpCott-App, 00005 = MEFR-2000-919 = AE 1999, 00997 = AE 2010, +00828	Alpes Cottiae	Embrun / Ebrodunum	151	200	151	200	mulieres;  nomen singulare;  ordo decurionum;  sacerdotes pagani;  tituli sepulcrales;  tria nomina;  viri	L(ucius) Allius / Veri f(ilius) Pap(iria) / Verinus dec(urio) / IIvir flam(en) Aug(ustalis) / provinc(iae) Alp(ium) Mar(itimarum) sibi et / Fl(aviae) Valentini fil(iae) Cassiae / uxori piissimae def(unctae) / Ulattiae M(arci) fil(iae) / Marcellae socrui / opt<i=U>mae v(ivae) / L(ucio) Allio Avito f(ilio) dec(urioni) v(ivo) / L(ucio) Allio Flaviano f(ilio) v(ivo) / Alliae Avitae fil(iae) v(ivae)	L Allius Veri f Pap Verinus dec II vir flam Aug provinc Alp Mar sibi et Fl Valentini fil Cassiae uxori piissimae def Ulattiae M fil Marcellae socrui optUmae v L Allio Avito f dec v L Allio Flaviano f v Alliae Avitae fil v	Lucius Allius Veri filius Papiria Verinus decurio II vir flamen Augustalis provinciae Alpium Maritimarum sibi et Flaviae Valentini filiae Cassiae uxori piissimae defunctae Ulattiae Marci filiae Marcellae socrui optimae vivae Lucio Allio Avito filio decurioni vivo Lucio Allio Flaviano filio vivo Alliae Avitae filiae vivae	lapis		44.5642457	6.4957085		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_12_00081.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0024692;HD065256;HD065952			151 to 200
EDCS-08400659	CIL 12, 00084 = ILAM 00003 = AlpCott-App, 00006	Alpes Cottiae	Embrun / Ebrodunum	51	100	51	100	ordo decurionum;  tituli sepulcrales;  tria nomina;  viri	M(arco) Vessonio / Ianuario / decur(ioni) IIviro / avo optimo / M(arcus) Vessonius Pa/ternus nepos et / h(e)res faciendum / curavit	M Vessonio Ianuario decur II viro avo optimo M Vessonius Paternus nepos et hres faciendum curavit	Marco Vessonio Ianuario decurioni II viro avo optimo Marcus Vessonius Paternus nepos et heres faciendum curavit	lapis		44.5642457	6.4957085			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065258			51 to 100
EDCS-08400660	CIL 12, 00085 = CAG-05, p 105 = ILAM 00004 = AlpCott-App, 00007 = AE 2002, +00911	Alpes Cottiae	Embrun / Ebrodunum	101	200	101	200	mulieres;  tituli sepulcrales;  tria nomina	V(iva) f(ecit) / Alliae Vera/nae fil(iae) / carissimae / Ulattia Valerina / mater	V f Alliae Veranae fil carissimae Ulattia Valerina mater	Viva fecit Alliae Veranae filiae carissimae Ulattia Valerina mater	lapis		44.5642457	6.4957085		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$SM_ILAM_00004.jpg;pp	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065260			101 to 200
EDCS-08400662	CIL 12, 00087 = ILAM 00005 = AlpCott-App, 00008 = AE 2013, +00984	Alpes Cottiae	Embrun / Ebrodunum	51	150	51	150	tituli sepulcrales;  tria nomina;  viri	Marco Baeb(io) Ae/sc(h)ino [3] / Baebius Ius(t)inianus / [h(eres)] eius fratri / [	Marco Baeb Aescino Baebius Iusinianus eius fratri	Marco Baebio Aeschino Baebius Iustinianus heres eius fratri			44.5642457	6.4957085			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065262;bu_CIL%26bibl_volume=12%26bibl_subvolume=%26bibl_insc=87			51 to 150
