EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-09100911	ILAlp-01, 00030 = CAG-73, p 93 = AE 1996, 00975	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	51	300	51	300	ordo decurionum;  tituli honorarii	]rrio Albuci[o] / [3]ttonio Satto[n()] / [3] magistris	rrio Albuci ttonio Satto magistris	rrio Albucio ttonio Satton magistris	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050199			51 to 300
EDCS-09100912	ILAlp-01, 00032 = CAG-73, p 98 = AE 1955, 00113	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	89	1	89	milites;  tituli sepulcrales;  tria nomina;  viri	[T(ito)] Corn(elio) / Titi f(ilio) Pomp(tina) / Flavo / mil(iti) c(o)h(ortis) primae c(ivium) R(omanorum) / |(centuria) C(ai) Muci / Clementis / C[	Corn Titi f Pomp Flavo mil ch primae c R C Muci Clementis C	Tito Cornelio Titi filio Pomptina Flavo militi cohortis primae civium Romanorum centuria Cai Muci Clementis C	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1955_00113.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD019317;bu_AE%26bibl_volume=1955%26bibl_subvolume=%26bibl_insc=113			1 to 89
EDCS-09100913	ILAlp-01, 00037 = CAG-73, p 98 = AE 1996, 00978	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	101	200	101	200	mulieres;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) / Valeria Valentina / M(arco) Titio Carpophoro / coniugi dulcissimo et / Val(erius) Valentinus patri pi/entissimo bene merenti fec/erunt	D M Valeria Valentina M Titio Carpophoro coniugi dulcissimo et Val Valentinus patri pientissimo bene merenti fecerunt	Dis Manibus Valeria Valentina Marco Titio Carpophoro coniugi dulcissimo et Valerius Valentinus patri pientissimo bene merenti fecerunt	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050203;bu_AE%26bibl_volume=1996%26bibl_subvolume=%26bibl_insc=978			101 to 200
EDCS-09100914	ILAlp-01, 00043 = CAG-73, p 90	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	300	1	300		]CE[	CE	CE	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065619			1 to 300
EDCS-09100915	ILAlp-01, 00045	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	300	1	300		]I M[	I M	I M	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065621			1 to 300
EDCS-09100916	ILAlp-01, 00047 = CAG-73, p 100 = AE 1996, 00979	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	51	300	51	300		]MATR[	MATR	MATR	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050204			51 to 300
EDCS-09100917	ILAlp-01, 00050 = CAG-73, p 93	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	41	300	41	300		] / Q[3] / SE[3] / [	Q SE	Q SE	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065629			41 to 300
EDCS-09100918	ILAlp-01, 00051 = CAG-73, p 90	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	41	300	41	300		]VR[	VR	VR	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065630			41 to 300
EDCS-67300016	Rosso 00264	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	171	400	171	400	Augusti/Augustae;  litterae erasae;  tituli honorarii;  viri	Imp(eratori) [C]aes(ari) / [[6]] / Pio [Fel(ici) A]ug(usto) / [	Imp aes Pio ug	Imperatori Caesari Pio Felici Augusto	lapis		45.5573093	6.6522217			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD066793			171 to 400
EDCS-46400285	ZPE-160-259 = AE 2007, 00911	Alpes Graiae	Aime / Aime-en-Tarentaise / Axima	1	100	1	100		]li[3] / [3]lico [3] / [3]i / [3]VOD[	li lico i VOD	li lico i VOD	lapis		45.5573093	6.6522217		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ZPE-160-259.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065647			1 to 100
